Date,Temperature
2023-12-21,9.781651200519846
2023-07-05,2.183538755146019
2023-06-17,2.6418312257791072
2023-06-25,20.452756146253016
2023-11-11,11.920961526549796
2023-11-23,13.738663870689473
2023-09-16,2.3364928213193448
2023-07-28,17.239396792345907
2023-12-16,17.797235655945393
2023-01-06,7.181776960988712
2023-11-02,11.314241700891573
2023-12-08,11.3729135691889
2023-08-23,5.750540545424698
2023-04-06,20.652585345535584
2023-05-05,9.443457122149077
2023-09-28,18.19237076512104
2023-12-28,15.030167112690155
2023-03-15,5.121393437170779
2023-07-06,6.164933284572395
2023-11-27,20.977506673637055
2023-07-26,14.805391004808515
2023-04-02,24.77956056305942
2023-09-08,19.168519011622067
2023-09-27,15.779201330150267
2023-05-01,18.011404249245036
2023-07-08,9.083496028869494
2023-06-12,22.595366455406086
2023-05-06,13.802923677378633
2023-09-03,1.5919695493601864
2023-03-31,23.435613815449095
2023-01-05,29.94046392119974
2023-05-12,19.31399353033454
2023-04-28,13.759919255273326
2023-06-10,11.015740394461561
2023-01-18,13.358733889873593
2023-12-19,25.91625478481977
2023-06-04,14.21237980459654
2023-03-09,18.702258044206193
2023-05-04,25.611087173496244
2023-08-17,10.221471448277098
2023-01-12,26.634188055703802
2023-01-19,17.50454161320721
2023-08-11,11.291232202831246
2023-04-04,22.8131122918697
2023-10-27,17.96044710278015
2023-02-11,3.6398565025681986
2023-11-26,22.546085799755957
2023-06-19,17.535540895398796
2023-10-12,17.290749511138237
2023-07-11,17.136406954793465
2023-11-08,23.6219504478101
2023-03-07,11.785752510333905
2023-08-31,13.936955379304354
2023-09-29,-7.180742051413201
2023-01-14,15.973400131942627
2023-03-04,8.494829743644367
2023-09-06,8.493085926366376
2023-07-12,14.685737454180035
2023-05-03,17.385905393648446
2023-10-13,19.870750675803606
2023-09-05,23.63694873629457
2023-10-29,28.265045436945506
2023-01-07,22.600707340204714
2023-06-15,21.754903811212376
2023-12-29,22.45478699291443
2023-04-01,11.774584424214563
2023-09-19,10.9454691656105
2023-09-30,30.64729846600555
2023-06-29,15.139833272200454
2023-12-03,0.9528753324982446
2023-04-17,11.691048153922022
